lastCred,interest,payment,remCred,isFraud
31855.98,0.03,3940.59,27995.03,0
98744.37,0.01,2744.89,96081.77,0
94002.27,0.01,3785.32,90295.29,0
97277.62,0.04,2270.2,95331.68,0
17167.66,0.04,4602.28,12622.61,0
76862.21,0.03,773.15,76281.22,0
693.76,0.03,261.32,434.17,0
63056.42,0.02,974.43,62187.08,0
8445.81,0.03,4533.35,3933.57,0
45537.91,0.02,4002.0,41611.81,0
20863.15,0.05,4230.64,16719.44,0
96347.76,0.01,4500.39,91927.66,0
54191.28,0.02,4417.68,49863.92,0
90537.85,0.05,1526.62,89388.47,0
47523.14,0.05,2122.95,45598.2,0
57985.4,0.04,1404.35,56774.33,0
8091.37,0.04,693.89,7424.45,0
84998.77,0.01,643.96,84425.64,0
20820.45,0.03,3339.65,17532.85,0
77220.5,0.02,4032.57,73316.63,0
24927.04,0.03,2675.54,22313.82,0
16512.78,0.01,2005.08,14521.46,0
99363.0,0.05,4609.35,95167.66,0
21354.59,0.04,271.46,21154.31,0
5789.43,0.02,1436.59,4362.49,0
92688.73,0.02,2959.72,89883.49,0
91677.67,0.02,4744.78,87085.69,0
48947.44,0.04,2283.12,46827.48,0
35421.89,0.03,1650.98,33859.46,0
32549.99,0.02,4378.69,28225.55,0
20150.03,0.03,1571.84,18628.57,0
91507.64,0.03,1641.53,90094.88,0
82063.13,0.01,3074.31,79057.21,0
14569.35,0.0,2358.34,12211.01,0
64200.16,0.03,4643.26,59717.4,0
11043.1,0.01,1140.13,9912.17,0
86178.33,0.02,3862.36,82459.6,0
62507.26,0.01,64.94,62494.41,0
24899.94,0.0,4948.56,19951.38,0
74963.44,0.04,418.6,74794.72,0
9374.8,0.01,2352.7,7029.91,0
87093.68,0.03,2231.3,85080.11,0
42656.19,0.05,4977.68,37856.24,0
82446.61,0.04,1638.32,81083.11,0
22744.35,0.01,3077.33,19685.97,0
81130.65,0.04,1484.06,79917.03,0
12005.97,0.04,1720.88,10325.11,0
55626.0,0.04,4256.21,51555.21,0
78975.69,0.01,3430.92,75610.58,0
44667.3,0.02,1122.29,43619.46,0
77926.38,0.03,1638.81,76482.39,0
81848.84,0.01,419.3,81497.75,0
38976.6,0.01,1704.44,37304.64,0
80231.38,0.0,3810.26,76421.12,0
54386.56,0.03,2333.86,52188.67,0
11947.98,0.02,247.1,11720.79,0
25989.33,0.0,1838.25,24151.08,0
12127.75,0.01,1908.09,10229.77,0
66158.31,0.01,3211.46,63001.98,0
81369.77,0.04,2166.15,79474.85,0
48600.79,0.0,3142.82,45457.97,0
90596.66,0.01,2055.89,88616.27,0
35837.23,0.02,1381.45,34515.51,0
73943.63,0.04,1720.45,72469.66,0
60592.7,0.02,3936.93,56756.76,0
12860.28,0.02,2675.99,10205.72,0
8785.27,0.04,203.67,8610.88,0
90850.8,0.03,4721.08,86356.85,0
65036.64,0.01,4597.27,60493.57,0
72671.43,0.0,2872.15,69799.28,0
99705.25,0.02,4732.86,95138.57,0
69734.88,0.05,4919.52,65105.92,0
23336.81,0.04,3409.07,20005.53,0
3948.96,0.01,3409.83,542.42,0
56564.81,0.04,2137.26,54616.1,0
69273.67,0.04,357.74,69146.84,0
29844.79,0.01,2020.54,27849.12,0
43105.79,0.03,3005.13,40208.42,0
46378.86,0.03,1471.73,45023.08,0
73247.58,0.03,270.51,73160.19,0
34942.89,0.01,1452.45,33519.56,0
6517.07,0.01,1460.51,5061.99,0
58860.81,0.0,670.02,58190.79,0
47674.86,0.01,3942.08,43772.51,0
58473.96,0.01,1363.86,57158.83,0
16693.49,0.05,4380.03,12383.02,0
89807.99,0.01,4687.72,85195.11,0
13768.04,0.03,1598.43,12204.03,0
85157.07,0.01,2890.87,82337.16,0
14142.81,0.01,820.01,13334.59,0
37115.51,0.04,3931.34,33307.89,0
33340.67,0.04,2421.3,31030.51,0
79921.13,0.04,1890.72,78296.81,0
40228.48,0.01,1614.51,38647.49,0
60458.32,0.04,4373.83,56286.02,0
70552.3,0.02,1710.62,68959.27,0
93668.55,0.03,4287.44,89615.28,0
38441.27,0.0,1258.53,37182.74,0
55010.46,0.01,2785.54,52270.76,0
65140.41,0.02,3530.06,61718.92,0
76708.35,0.04,2443.65,74520.39,0
84105.72,0.02,3371.71,80874.19,0
66223.81,0.02,4210.96,62123.22,0
6700.61,0.01,2538.1,4168.09,0
20682.12,0.0,1270.04,19412.08,0
3954.65,0.04,2234.94,1732.89,0
83680.1,0.02,2918.74,80900.83,0
13905.36,0.02,3821.4,10107.14,0
81839.43,0.02,4443.0,77532.83,0
30404.53,0.03,3190.48,27290.06,0
23328.92,0.01,4879.02,18469.34,0
19130.29,0.02,153.14,19009.03,0
96915.15,0.01,323.77,96672.14,0
42295.64,0.04,4035.27,38401.36,0
6531.1,0.0,2697.01,3834.09,0
36396.1,0.0,773.51,35622.59,0
49148.3,0.03,1956.03,47315.14,0
54677.74,0.0,4275.66,50402.08,0
96487.52,0.02,4060.52,92587.81,0
16534.64,0.02,3230.86,13331.34,0
64541.47,0.05,1204.63,63605.76,0
44170.04,0.04,647.59,43669.68,0
53560.86,0.04,2657.44,51081.96,0
66890.01,0.01,791.46,66154.29,0
7098.32,0.05,3574.33,3553.57,0
10016.54,0.0,3952.06,6064.48,0
67785.06,0.03,4535.41,63419.11,0
99362.58,0.05,625.23,99151.36,0
67845.44,0.01,2562.04,65339.94,0
54266.16,0.01,4051.29,50260.09,0
5422.51,0.03,3582.25,1853.82,0
6963.9,0.0,3269.14,3694.76,0
66390.67,0.03,1275.03,65281.62,0
88672.62,0.01,3366.54,85379.97,0
92274.46,0.0,3825.07,88449.39,0
45773.83,0.0,2943.14,42830.69,0
62849.14,0.04,3044.36,60014.28,0
56212.06,0.04,4542.69,51856.74,0
17957.18,0.03,2294.38,15707.69,0
24345.11,0.05,1699.84,22746.71,0
74969.43,0.02,3387.62,71706.76,0
62281.9,0.04,2406.87,60082.64,0
52430.35,0.03,4373.22,48188.21,0
81558.56,0.04,2855.39,78975.03,0
30529.26,0.03,359.61,30245.97,0
74394.35,0.03,3546.14,71034.2,0
36680.47,0.02,2285.26,34456.34,0
99121.3,0.03,1883.89,97485.21,0
4451.01,0.01,3741.1,713.62,0
77568.0,0.04,3006.4,74820.16,0
95570.05,0.04,4005.07,91883.55,0
88652.13,0.03,847.63,88026.13,0
38079.66,0.05,2898.0,35340.33,0
38145.21,0.04,3697.12,34575.24,0
81771.19,0.03,2299.86,79675.76,0
47691.48,0.04,3539.42,44311.03,0
25664.45,0.04,4663.02,21086.98,0
89290.39,0.04,1019.3,88568.72,0
27258.28,0.02,4791.93,22511.78,0
9673.71,0.04,2842.04,6863.92,0
54907.2,0.02,3597.42,51401.29,0
14477.95,0.03,2601.23,11912.91,0
99826.31,0.03,1463.99,98611.89,0
60184.64,0.03,4863.32,55471.78,0
74469.28,0.03,4736.75,69918.7,0
12823.27,0.03,2987.57,9867.76,0
92059.45,0.01,3482.97,88653.2,0
49977.52,0.0,1791.81,48185.71,0
52023.87,0.03,175.86,51978.07,0
69270.68,0.04,1794.02,67707.56,0
31770.09,0.0,2773.45,28996.64,0
48048.99,0.01,1973.64,46115.39,0
11738.97,0.05,409.38,11378.5,0
58500.48,0.02,3969.52,54628.46,0
86481.6,0.02,2711.66,83914.08,0
72793.85,0.02,3441.32,69473.85,0
33317.85,0.01,3911.59,29434.02,0
41160.93,0.01,2347.58,38847.65,0
66808.63,0.04,1610.22,65421.11,0
48656.27,0.04,765.15,48053.31,0
81304.6,0.03,540.56,80967.3,0
33732.23,0.01,1386.52,32373.82,0
96633.07,0.01,1850.51,94863.09,0
53275.67,0.01,3939.81,49380.26,0
37517.01,0.0,71.06,37445.95,0
4493.32,0.05,861.33,3650.71,0
7644.16,0.04,1133.12,6536.52,0
99919.58,0.01,1372.19,98630.66,0
93937.72,0.04,4733.88,89516.97,0
22465.98,0.03,1828.56,20693.58,0
56749.99,0.0,4210.48,52539.51,0
25635.18,0.04,3856.7,21863.93,0
20351.76,0.01,3425.63,16943.09,0
71201.88,0.01,3569.49,67691.72,0
83447.95,0.05,4802.45,78993.2,0
59999.66,0.03,1559.11,58590.55,0
26771.59,0.03,4717.4,22121.12,0
19598.38,0.0,838.61,18759.77,0
51602.79,0.02,4204.54,47484.25,0
36363.86,0.02,715.74,35708.73,0
5319.34,0.01,1673.47,3650.3,0
72200.14,0.02,3962.42,68358.05,0
46275.41,0.0,2045.51,44229.9,0
67535.41,0.04,3647.34,64113.19,0
28175.88,0.01,3288.24,24911.12,0
10419.53,0.03,2488.21,7957.37,0
73389.01,0.02,759.43,72751.9,0
3326.14,0.03,789.52,2544.94,0
44753.77,0.05,410.75,44529.49,0
37361.41,0.01,3824.81,33567.73,0
76480.29,0.01,2094.48,74449.54,0
47263.91,0.01,3067.35,44235.95,0
13845.29,0.03,1148.14,12731.76,0
33849.87,0.03,551.59,33382.9,0
60109.21,0.04,3516.04,56793.53,0
48442.95,0.01,3403.41,45079.91,0
52454.81,0.01,827.77,51670.75,0
27178.97,0.03,2613.16,24633.76,0
80471.71,0.01,4229.37,76309.4,0
51520.62,0.04,3969.4,47722.96,0
74172.91,0.04,4687.34,69732.81,0
29373.98,0.02,4365.79,25057.15,0
98376.86,0.02,2169.79,96371.03,0
95476.35,0.03,3600.66,92114.38,0
92785.34,0.03,1854.58,91162.72,0
67151.92,0.01,2583.75,64624.13,0
77997.45,0.05,2273.31,76049.13,0
8623.94,0.03,3388.99,5256.51,0
52755.98,0.02,343.31,52500.6,0
24657.42,0.04,1923.17,22816.44,0
24312.46,0.03,3564.85,20808.39,0
70774.1,0.04,1744.1,69265.91,0
19918.11,0.04,2604.08,17380.42,0
8048.64,0.01,569.71,7485.64,0
19559.84,0.05,2121.14,17520.2,0
23743.05,0.01,1660.66,22102.18,0
57012.02,0.0,2161.14,54850.88,0
19015.79,0.02,2624.56,16422.92,0
75087.57,0.04,2461.29,72876.57,0
31633.42,0.0,4711.03,26922.39,0
82618.52,0.02,4993.56,77762.66,0
24481.89,0.03,4264.5,20278.59,0
87341.09,0.03,3642.64,83916.8,0
54534.93,0.04,3682.93,51033.78,0
55208.98,0.05,2989.93,52449.09,0
94913.63,0.04,1165.34,94064.67,0
80368.89,0.01,3322.37,77113.49,0
36318.14,0.01,4538.17,31810.24,0
48342.86,0.05,4659.31,43884.98,0
97032.59,0.0,714.02,96354.27,1
65919.35,0.03,429.26,65654.89,0
28332.88,0.05,2533.13,25917.8,0
55607.6,0.03,4359.59,51387.03,0
67486.17,0.04,391.24,67319.88,0
74019.84,0.04,3509.32,70757.25,0
38914.83,0.03,3240.11,35772.01,0
58653.26,0.04,880.34,57968.43,0
30392.69,0.04,4596.36,25897.64,0
35833.21,0.02,2532.82,33360.11,0
28747.14,0.03,2175.08,26643.93,0
33254.37,0.01,891.95,32390.13,0
75327.87,0.05,2936.69,72705.05,0
84104.74,0.01,424.93,83749.9,0
21827.23,0.02,3990.61,17873.0,0
92685.23,0.01,1842.09,90920.38,0
61223.94,0.03,4789.34,56587.66,0
51214.86,0.03,721.93,50620.97,0
29364.4,0.04,3731.87,25730.41,0
90084.23,0.01,4921.1,85238.2,0
3432.82,0.02,1687.4,1751.14,0
99407.24,0.04,4865.84,94872.76,0
78116.01,0.04,2298.88,76077.52,0
54225.14,0.01,3845.68,50424.65,0
62818.16,0.0,378.29,62439.87,0
72296.45,0.03,1734.59,70742.6,0
9268.72,0.05,4558.76,4748.58,0
10397.41,0.01,776.05,9630.02,0
60910.72,0.03,3707.48,57355.52,0
90799.17,0.03,2988.78,88037.39,0
22637.07,0.04,2749.62,19962.91,0
20240.53,0.01,2235.27,18022.13,0
71578.83,0.05,1652.97,70224.11,0
25106.01,0.04,123.61,25066.09,0
38610.15,0.02,2187.86,36486.64,0
75265.13,0.01,4543.45,70784.4,0
42299.99,0.01,2767.74,39567.5,0
17412.6,0.0,3693.2,13719.4,0
96873.12,0.03,4919.45,92195.85,0
8260.23,0.05,2397.07,5897.58,0
87280.9,0.01,1274.11,86079.52,0
13269.45,0.05,3709.53,9615.21,0
76716.51,0.02,1832.2,75012.17,0
78186.39,0.01,393.99,77857.56,0
60605.19,0.02,1507.08,59199.12,0
9930.37,0.05,3858.15,6113.6,0
74647.91,0.02,556.91,74215.41,0
85194.43,0.03,3593.5,81813.92,0
41289.38,0.04,288.55,41138.46,0
31446.94,0.05,3441.82,28136.15,0
70304.55,0.02,4359.09,66062.63,0
35766.74,0.03,700.43,35155.73,0
20461.04,0.02,1676.73,18818.41,0
85250.71,0.05,1792.29,83813.63,0
86414.02,0.01,1911.32,84574.71,0
42807.36,0.01,4336.98,38506.05,0
75031.11,0.05,718.07,74625.67,0
69797.34,0.05,3735.88,66352.28,0
13450.32,0.0,4658.68,8791.64,0
88730.48,0.04,1326.02,87700.23,0
18433.73,0.01,3501.74,14947.35,0
18388.14,0.01,1503.53,16899.93,0
33255.87,0.02,3347.27,29964.03,0
57649.88,0.02,2387.49,55358.47,0
15210.42,0.01,1994.46,13228.64,0
50579.03,0.02,3629.73,47033.6,0
2802.27,0.03,80.8,2728.48,0
64561.45,0.0,3271.62,61289.83,0
70161.45,0.01,816.7,69403.22,0
83391.53,0.02,4777.54,78752.98,0
27423.47,0.0,2225.78,25197.69,0
34758.38,0.05,4491.4,30411.81,0
51540.93,0.03,4864.82,46804.96,0
89144.49,0.03,974.66,88392.69,0
92169.1,0.04,4038.38,88437.95,0
63090.66,0.01,2625.44,60517.8,0
97645.03,0.03,2665.23,95223.91,0
54661.71,0.02,1918.03,52834.78,0
18207.09,0.01,1399.42,16822.84,0
89284.66,0.0,4068.35,85216.31,0
12905.84,0.02,811.99,12115.36,0
81044.05,0.02,4404.36,76774.76,0
83992.57,0.01,999.68,83062.88,0
48036.29,0.01,4905.14,43171.18,0
21027.06,0.01,2508.31,18536.27,0
41362.67,0.01,3604.15,37792.99,0
10439.01,0.01,1511.01,8936.7,0
74315.55,0.04,3892.57,70670.7,0
63039.57,0.01,823.06,62269.04,0
76441.68,0.01,1827.68,74677.7,0
90580.36,0.05,993.67,89964.11,0
84324.74,0.04,2190.45,82415.37,0
40082.38,0.02,1500.14,38649.04,0
48907.54,0.02,102.4,48886.65,0
22628.86,0.05,1286.94,21436.21,0
77869.17,0.02,3249.68,74749.27,0
91792.9,0.03,3847.07,88175.31,0
55201.17,0.03,3904.51,51434.66,0
52365.69,0.04,1666.18,50874.06,0
71961.46,0.05,2028.38,70232.92,0
79454.07,0.05,3985.72,75799.41,0
94348.16,0.03,4096.82,90487.21,0
39500.67,0.04,652.33,38980.01,0
47190.69,0.05,3695.52,43691.8,0
72200.47,0.02,4299.02,68021.78,0
80703.86,0.03,568.16,80337.46,0
45173.94,0.04,738.43,44586.09,0
41044.94,0.03,809.78,40337.77,0
95630.79,0.01,3138.67,92571.81,0
40244.7,0.04,2025.77,38353.08,0
32578.61,0.02,2534.78,30098.13,0
92598.18,0.04,4767.32,88139.52,0
80480.64,0.04,1565.87,79183.04,0
21960.06,0.04,1696.2,20337.06,0
89113.52,0.05,3232.68,86252.15,0
38837.19,0.05,930.0,38069.01,0
82474.86,0.02,4593.93,78018.39,0
84842.66,0.04,2191.41,82934.06,0
60787.6,0.04,1479.5,59510.73,0
38101.63,0.01,2441.27,35692.11,0
3628.57,0.0,3246.78,381.79,0
27407.18,0.04,303.16,27195.38,0
29104.95,0.0,1434.32,27670.63,0
37704.1,0.04,924.85,36904.93,0
64485.2,0.02,3153.57,61439.11,0
70486.35,0.03,1606.39,69056.18,0
65647.32,0.04,884.4,64981.74,0
29702.3,0.02,4517.14,25234.66,0
73080.72,0.03,4899.49,68363.93,0
84466.5,0.01,265.1,84271.79,0
90100.41,0.03,3309.64,87016.02,0
52258.8,0.04,1148.13,51284.87,0
43320.14,0.01,2186.63,41169.61,0
57325.52,0.03,2272.59,55196.24,0
66964.38,0.03,3163.65,63968.14,0
70343.97,0.01,2602.9,67799.69,0
5769.12,0.02,3083.17,2695.57,0
71573.78,0.01,4277.39,67356.03,0
91862.65,0.04,3334.96,88833.9,0
12028.83,0.02,1462.13,10586.75,0
18135.41,0.01,3373.44,14777.08,0
59030.59,0.02,480.62,58648.35,0
64414.13,0.01,560.51,63907.3,0
32537.25,0.01,3006.85,29557.51,0
61840.22,0.02,2906.32,59036.97,0
47282.88,0.04,1761.56,45678.93,0
42347.72,0.01,3065.94,39317.07,0
88378.87,0.0,4741.88,83636.99,0
68599.9,0.02,2938.96,65775.27,0
98712.81,0.01,4355.83,94439.24,0
97890.0,0.05,4610.75,93687.12,0
48188.04,0.01,1096.42,47131.78,0
18948.56,0.05,4027.59,14999.92,0
99080.93,0.04,4180.02,95231.18,0
19367.75,0.03,3151.26,16264.91,0
46305.36,0.0,454.41,45850.95,0
34355.53,0.01,4439.84,29944.32,0
16337.17,0.02,4127.11,12237.29,0
30468.02,0.03,3116.85,27427.34,0
38802.22,0.01,2854.65,35979.91,0
50350.15,0.02,3402.33,47031.74,0
99184.31,0.02,1901.47,97448.15,0
84301.65,0.04,2190.24,82392.42,0
27126.9,0.03,4470.12,22724.6,0
79146.52,0.05,4992.54,74483.76,0
92255.37,0.04,2738.12,89824.77,0
40769.42,0.02,3735.47,37101.9,0
62720.14,0.04,483.41,62445.8,0
6663.92,0.03,2164.62,4515.96,0
91168.9,0.01,748.6,90496.27,0
7231.19,0.02,1222.24,6021.0,0
16130.81,0.01,1973.77,14170.48,0
37343.65,0.05,4726.32,32772.93,0
99775.37,0.02,2166.67,97774.99,0
39933.1,0.04,930.63,39135.58,0
7555.7,0.03,2835.74,4738.85,0
56725.77,0.04,702.01,56212.85,0
47818.46,0.02,209.02,47689.14,0
71133.86,0.05,452.08,70978.17,0
44640.13,0.04,2719.06,42069.87,0
31473.58,0.01,2391.45,29108.36,0
5157.56,0.01,4422.85,739.01,0
99532.36,0.02,1425.71,98272.54,0
46334.06,0.02,1865.66,44545.62,0
28562.07,0.02,3309.37,25300.3,0
65044.84,0.05,2489.51,62826.35,0
83816.99,0.05,1664.15,82502.08,0
97921.61,0.04,2281.01,95967.01,0
13351.67,0.05,4269.35,9137.95,0
9695.63,0.05,1764.85,7971.18,0
65866.58,0.03,3362.35,62668.9,0
82924.56,0.0,32.55,82892.01,0
59836.98,0.02,2982.01,56954.7,0
63019.35,0.04,4671.46,58557.95,0
57857.09,0.02,4723.67,53229.85,0
42460.32,0.04,2569.49,40032.36,0
5610.72,0.05,3519.33,2114.77,0
68249.8,0.03,2968.68,65451.74,0
10250.74,0.01,4421.72,5837.56,0
19375.61,0.0,180.7,19194.91,0
80506.87,0.0,2780.91,77725.96,0
81646.52,0.02,4432.53,77350.07,0
76065.23,0.05,3296.78,73085.39,0
39360.09,0.05,703.6,38820.49,0
62201.81,0.03,3239.08,59118.23,0
7757.13,0.05,4886.12,2903.33,0
28228.26,0.03,393.7,27905.13,0
57462.58,0.04,2010.62,55643.5,0
42049.6,0.02,1259.04,40860.64,0
96952.13,0.03,4284.12,92910.39,0
90113.6,0.02,4870.26,85393.53,0
43949.04,0.0,1676.35,42272.69,0
66210.52,0.02,192.59,66128.28,0
55521.85,0.04,703.31,55003.61,0
42107.89,0.05,3030.24,39253.1,0
10546.88,0.03,3869.35,6703.9,0
17434.94,0.05,1680.66,15826.93,0
6324.38,0.03,971.21,5368.98,0
36511.31,0.02,1666.35,34905.81,0
40584.26,0.04,3109.63,37609.91,0
74558.68,0.05,3941.21,70928.13,0
37056.92,0.01,1097.35,35990.45,0
20834.36,0.05,3621.99,17299.18,0
55777.37,0.04,3273.79,52689.5,0
99439.58,0.02,3191.21,96414.1,0
39065.62,0.05,4486.27,34742.12,0
85385.81,0.03,3654.55,81944.72,0
13849.82,0.02,2356.17,11516.73,0
40774.95,0.01,249.03,40559.9,0
46921.97,0.05,852.48,46265.0,0
68913.21,0.02,561.14,68466.93,0
58470.51,0.02,1208.92,57359.04,0
30854.86,0.04,4596.3,26361.41,0
98713.79,0.01,4937.18,93858.87,0
77896.57,0.04,3336.17,74820.06,0
89185.91,0.01,3393.14,85867.09,0
87566.21,0.04,523.43,87334.67,0
9230.51,0.03,4500.58,4753.01,0
59345.88,0.04,2204.95,57338.75,0
74078.48,0.03,1365.95,72897.73,0
87064.24,0.01,4739.58,82397.21,0
33243.27,0.01,3916.47,29354.5,0
33577.96,0.05,804.2,32913.67,0
85797.34,0.02,1677.42,84262.92,0
95596.51,0.0,4810.79,90785.72,0
88773.74,0.04,1284.07,87785.58,0
51256.01,0.03,4372.0,47012.15,0
72093.33,0.05,1056.43,71337.29,0
27738.48,0.02,3491.43,24293.28,0
12529.57,0.01,1120.19,11419.82,0
37403.69,0.0,1073.56,36330.13,0
23284.97,0.05,2956.04,20425.95,0
92296.87,0.05,4206.78,88474.66,0
46357.92,0.04,2840.28,43672.17,0
67154.56,0.02,3670.83,63595.65,0
34030.48,0.02,790.27,33296.93,0
35700.31,0.05,2773.31,33075.75,0
24610.37,0.0,749.11,23861.26,0
21378.29,0.03,4378.95,17052.79,0
26693.34,0.0,575.41,26117.93,0
18127.52,0.04,1472.8,16715.15,0
86321.4,0.04,3714.75,82894.39,0
8456.55,0.03,45.79,8431.9,0
43359.81,0.03,4375.24,39092.97,0
27344.69,0.03,1979.79,25433.26,0
61802.26,0.0,2048.48,59753.78,0
56324.55,0.05,1916.16,54643.08,0
40749.12,0.04,2158.3,38726.65,0
55377.42,0.03,872.56,54643.3,0
59396.41,0.01,3747.93,55697.98,0
1744.67,0.0,1201.88,542.79,0
16377.05,0.04,2656.48,13775.16,0
89556.4,0.01,240.18,89390.85,0
24020.64,0.0,3587.36,20433.28,0
6342.13,0.03,2245.57,4112.42,0
36281.41,0.03,2368.92,34003.19,0
65817.17,0.02,1597.05,64329.82,0
84384.23,0.03,1662.76,82932.43,0
77275.16,0.0,3513.35,73761.81,0
95236.77,0.03,4921.68,90553.18,0
94825.21,0.03,2053.7,93008.57,0
80118.6,0.04,710.37,79675.29,0
85783.35,0.01,157.09,85697.75,0
41996.42,0.04,2466.9,39669.51,0
72555.19,0.04,2606.63,70190.41,0
9456.29,0.01,4264.68,5199.49,0
84132.25,0.01,3412.22,80790.14,0
11575.04,0.01,2161.88,9422.81,0
31830.42,0.01,2463.65,29393.3,0
46393.59,0.01,3283.83,43148.42,0
8403.85,0.0,3321.74,5082.11,0
95139.52,0.03,4440.98,90936.39,0
53038.22,0.02,1305.29,51821.33,0
47000.95,0.02,4903.44,42175.84,0
59438.47,0.05,815.5,58870.63,0
22206.43,0.04,4084.41,18196.04,0
65873.29,0.03,2106.77,63931.2,0
88661.49,0.04,4115.18,84841.85,0
37158.46,0.0,4553.17,32605.29,0
20590.52,0.0,1784.73,18805.79,0
6591.33,0.01,2707.95,3888.87,0
99451.72,0.02,3311.78,96305.69,0
63273.26,0.04,686.9,62797.27,0
8512.28,0.04,3184.29,5356.36,0
19847.88,0.03,4012.31,15885.19,0
7417.96,0.03,2716.28,4720.22,0
68216.34,0.02,3807.76,64522.27,0
88045.85,0.01,3853.85,84265.37,0
77042.28,0.04,3744.36,73554.73,0
73532.06,0.03,1514.78,72201.11,0
42504.72,0.03,1879.45,40731.53,0
35998.52,0.02,2395.13,33663.39,0
69276.12,0.04,4737.45,64769.59,0
26560.57,0.0,3050.81,23509.76,0
84786.11,0.04,366.34,84702.39,0
71753.13,0.01,4268.97,67543.95,0
7128.47,0.02,1242.51,5897.84,0
6504.21,0.03,3404.34,3116.13,0
59847.59,0.0,2858.71,56988.88,0
70387.19,0.01,4522.83,65923.02,0
88883.63,0.03,1723.72,87382.12,0
36733.36,0.03,4673.35,32151.84,0
16011.33,0.05,723.81,15354.23,0
78249.63,0.02,4702.26,73677.79,0
68018.49,0.02,3840.88,64290.97,0
68403.61,0.04,4128.19,64503.43,0
41215.1,0.02,3324.27,37959.52,0
12098.0,0.01,1718.62,10389.46,0
34793.0,0.03,2855.0,32024.98,0
28582.32,0.0,938.01,27644.31,0
73788.46,0.05,2120.59,71975.32,0
86736.66,0.02,1994.34,84886.88,0
17877.26,0.01,2489.25,15402.91,0
81308.66,0.03,406.97,81104.96,0
94405.08,0.04,1575.29,93144.47,0
84442.34,0.04,1249.08,83474.73,0
51488.24,0.01,1915.31,49615.84,0
41243.19,0.0,2079.76,39163.43,0
25876.51,0.04,2056.9,23905.87,0
93537.33,0.05,714.66,93212.41,0
94961.88,0.01,1316.52,93724.49,0
81032.56,0.04,2936.17,78366.5,0
16127.68,0.03,1319.42,14848.58,0
32989.78,0.03,1771.92,31300.33,0
51606.24,0.01,4042.66,47606.59,0
80273.47,0.05,947.09,79660.85,0
35775.32,0.04,1594.18,34300.39,0
27523.47,0.01,575.39,26971.02,0
30419.43,0.03,2276.8,28218.68,0
40956.59,0.04,1160.11,39933.0,0
49088.84,0.02,3217.12,45953.53,0
68319.29,0.01,2457.01,65919.21,0
23717.22,0.03,4212.82,19563.69,0
94407.22,0.02,4044.96,90519.61,0
40867.09,0.04,3200.63,37802.68,0
97804.18,0.01,165.73,97719.95,0
39855.12,0.0,4406.66,35448.46,0
21042.94,0.05,2843.14,18429.64,1
65312.99,0.04,2978.18,62552.52,0
27341.69,0.01,1429.61,25934.86,0
33969.78,0.02,4704.19,29322.21,0
4370.48,0.05,4224.03,164.66,0
32380.31,0.03,4213.82,28247.44,0
69654.05,0.02,267.98,69502.16,0
10273.84,0.05,4267.59,6049.06,0
64247.8,0.04,4094.52,60367.44,0
74430.49,0.02,597.97,73956.57,0
77494.75,0.05,354.23,77463.41,0
26755.92,0.02,4860.21,21940.3,0
5766.73,0.01,2090.99,3680.55,0
4062.72,0.01,2276.07,1790.04,0
61120.53,0.0,2372.34,58748.19,0
25298.78,0.04,2908.38,22474.73,0
16693.43,0.04,490.64,16258.43,0
24961.66,0.04,3825.71,21219.16,0
4790.94,0.05,2952.31,1858.59,0
52125.05,0.02,3322.72,48889.21,0
84764.06,0.02,4441.63,80463.7,0
48721.25,0.03,2914.17,45928.88,0
54417.44,0.04,1724.11,52874.72,0
80068.91,0.03,2443.79,77825.29,0
91525.31,0.05,4986.8,86919.87,0
85673.08,0.03,355.02,85532.24,0
25016.99,0.04,450.63,24649.75,0
48637.41,0.02,281.62,48436.85,0
95837.0,0.02,2934.63,93062.1,0
78464.7,0.01,167.51,78362.58,0
83549.56,0.01,2091.85,81527.33,0
26251.79,0.04,135.67,26203.63,0
31874.72,0.01,4333.73,27567.55,0
88487.43,0.02,379.45,88255.46,0
46533.02,0.05,3591.06,43135.85,0
22949.36,0.05,4641.97,18403.01,0
41315.5,0.0,956.6,40358.9,0
50849.05,0.01,2313.38,48578.04,0
30808.93,0.03,806.36,30079.59,0
43204.46,0.03,951.48,42360.99,0
65305.08,0.0,392.63,64912.45,0
86860.3,0.03,3238.72,83838.73,0
81045.73,0.01,457.95,80655.32,0
22470.82,0.04,1285.38,21260.34,0
15433.94,0.0,1638.48,13795.46,0
75626.54,0.03,1374.53,74441.08,0
62330.96,0.01,1701.83,60681.07,0
68031.98,0.01,4043.72,64044.95,0
19058.25,0.02,2466.8,16623.21,0
83408.03,0.03,2638.93,80977.62,0
49353.34,0.03,1226.98,48249.74,0
83384.67,0.05,3616.37,80115.74,0
28534.11,0.05,2749.13,25903.87,0
86571.59,0.0,2706.0,83865.59,0
15306.82,0.04,1109.73,14248.11,0
78034.78,0.01,459.3,77640.51,0
23675.68,0.02,1993.19,21721.95,0
35306.93,0.01,1106.14,34230.21,0
86026.66,0.03,1624.47,84617.26,0
5819.84,0.04,2866.66,2972.58,0
29013.43,0.05,157.8,28976.52,0
75690.69,0.01,1157.48,74596.29,0
12531.11,0.03,4579.86,7982.58,0
73134.27,0.03,4244.91,69072.2,0
76968.69,0.03,4233.84,72927.27,0
16921.6,0.05,2199.26,14792.85,0
